ADDR_NUM,ADDR_DIR,ADDR_NAME,TRACT,BLOCK,CIRCUMFERENCE,SPECIES,DIAMETER,GRF,AGE,NOTE
5351,N,KENMORE,,,75,HONEY LOCUST,23.87,3,71.62, 
5354,N,KENMORE,,,92,HONEY LOCUST,29.28,3,87.85, 
5357,N,KENMORE,,,75,HONEY LOCUST,23.87,3,71.62, 
5401,N,KENMORE,,,63,HONEY LOCUST,20.05,3,60.16, 
5401,N,KENMORE,,,75,HONEY LOCUST,23.87,3,71.62, 
5402,N,KENMORE,,,74,HONEY LOCUST,23.55,3,70.66, 
5420,N,KENMORE,,,62,ASH,19.74,,0, 
5427,N,KENMORE,,,60,NORWAY MAPLE,19.1,4.5,85.94, 
5430,N,KENMORE,,,78,HONEY LOCUST,24.83,3,74.48, 
5430,N,KENMORE,,,115,SIBERIAN ELM,36.61,2,73.22, 
5439,N,KENMORE,,,73,HONEY LOCUST,23.24,3,69.71, 
5440,N,KENMORE,,,86,HONEY LOCUST,27.37,3,82.12, 
5445,N,KENMORE,,,61,HONEY LOCUST,19.42,3,58.25, 
5451,N,KENMORE,,,67,LINDEN,21.33,3,63.98, 
5458,N,KENMORE,,,76,HONEY LOCUST,24.19,3,72.57, 
5506,N,KENMORE,,,68,SUGAR MAPLE,21.65,5.5,119.05, 
5510,N,KENMORE,,,74,HONEY LOCUST,23.55,3,70.66, 
5514,N,KENMORE,,,78,HONEY LOCUST,24.83,3,74.48, 
5516,N,KENMORE,,,89,HONEY LOCUST,28.33,3,84.99, 
5522,N,KENMORE,,,71,HONEY LOCUST,22.6,3,67.8, 
5522,N,KENMORE,,,66,HONEY LOCUST,21.01,3,63.03, 
5620,N,KENMORE,,,62,HONEY LOCUST,19.74,3,59.21, 
5620,N,KENMORE,,,75,AMERICAN ELM,23.87,4,95.49, 
5630,N,KENMORE,,,60,HACKBERRY,19.1,2,38.2, 
5630,N,KENMORE,,,80,HACKBERRY ?,25.46,2,50.93, 
5621,N,KENMORE,,,62,GREEN ASH,19.74,4,78.94, 
1101,W,CATALPA,,,61,HONEY LOCUST,19.42,3,58.25, 
1101,W,CATALPA,,,67,HONEY LOCUST,21.33,3,63.98, 
1104,W,CATALPA,,,62,HONEY LOCUST,19.74,3,59.21, 
1104,W,CATALPA,,,65,HONEY LOCUST,20.69,3,62.07, 
1104,W,CATALPA,,,69,HONEY LOCUST,21.96,3,65.89, 

