"Address (omit St., Ave., etc)",Additional Location Details,Circumference,Species,Diameter,GRF,Age
berger park,,82,siver maple,26.11,3,78.34
berger park,,113,common mulberry,35.99,2.3,82.77
berger park,,93,honey locust,29.62,3,88.85
berger park,,78.5,norway maple,25.00,4.5,112.50
berger park,,158,red mulberry,50.32,2.3,115.73
berger park,,97,slippery elm,30.89,4,123.57
berger park,,95,norway maple,30.20,4.5,136.14
berger park,,114,norway maple,36.30,4.5,163.38
